BookingID,BookingID_Date,vehicle_no,Origin_Location,Destination_Location,Org_lat_lon,Org_lat,Org_lon,Des_lat_lon,Des_lat,Des_lat,Planned_ETA,actual_eta,SLA,SLA_binary,Curr_lat,Curr_lon,OriginLocation_Code,DestinationLocation_Code,trip_start_date,trip_end_date,TRANSPORTATION_DISTANCE_IN_KM,customerID,customerNameCode,supplierID,supplierNameCode,Material Shipped
WDSBKTP44504,15-04-2019,KA51D1317,"Ramamurthy Nagar, Bangalore, Karnataka","Anekal, Bangalore, Karnataka","13.007503209603689,77.665098855934886",13.00750321,77.66509886,"13.199089183304451,77.708554234959038",13.19908918,77.70855423,16-04-2019 15:29,16-04-2019 14:44,Fulfill,1,13.01479722,77.66197444,V0045771 ,LE005770,16-04-2019 12:59,16-04-2019 14:44,47,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,LU CLUTCH PRESSURE PLATE / D430 WITH HIG
WDSBKTP47186,15-05-2019,KA51D1317,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"13.199089183304451,77.708554234959038",13.19908918,77.70855423,16-05-2019 19:15,16-05-2019 18:30,Fulfill,1,13.01479722,77.66197444,V0048673 ,LE005770,16-05-2019 15:15,16-05-2019 18:30,40,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,LU CLUTCH PLATE / D 430  WITH HIGHER WEA
WDSBKTP45495,25-04-2019,KA01AF0114,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"13.199089183304451,77.708554234959038",13.19908918,77.70855423,26-04-2019 12:26,26-04-2019 11:41,Fulfill,1,13.04106278,77.62356056,V0048673 ,LE005770,26-04-2019 08:26,26-04-2019 11:41,40,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,BASE RH
WDSBKTP44929,19-04-2019,KA01AF0114,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"13.199089183304451,77.708554234959038",13.19908918,77.70855423,19-04-2019 22:05,19-04-2019 21:20,Fulfill,1,13.04106278,77.62356056,V0048673 ,LE005770,19-04-2019 18:05,19-04-2019 21:20,49,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,BASE LH
WDSBKTP47542,18-05-2019,KA01AF0114,"Mugabala, Bangalore Rural, Karnataka","Chikkabidarkal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"12.777874729699617,77.642275537347089",12.77787473,77.64227554,20-05-2019 11:59,20-05-2019 11:14,Fulfill,1,13.04106278,77.62356056,V0048673 ,LE005179,20-05-2019 08:53,20-05-2019 11:14,31,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,$ENG$LINK BRACKET LWR RH
WDSBKTP47470,18-05-2019,KA01AF0114,"Mugabala, Bangalore Rural, Karnataka","Chikkabidarkal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"12.777874729699617,77.642275537347089",12.77787473,77.64227554,18-05-2019 19:28,18-05-2019 18:43,Fulfill,1,13.04106278,77.62356056,V0048673 ,LE005179,18-05-2019 16:22,18-05-2019 18:43,31,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,LINK BRACKET LWR RH
WDSBKTP47861,23-05-2019,KA01AF0114,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"12.722686,77.676518",12.72268600,77.67651800,24-05-2019 17:52,24-05-2019 17:07,Fulfill,1,13.04106278,77.62356056,V0048673 ,LE005848,24-05-2019 12:58,24-05-2019 17:07,49,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,$ENG$LINK BRACKET LWR LH
WDSBKTP47707,21-05-2019,KA01AF0114,"Mugabala, Bangalore Rural, Karnataka","Chikkabidarkal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"12.777874729699617,77.642275537347089",12.77787473,77.64227554,22-05-2019 00:34,21-05-2019 23:49,Fulfill,1,13.04106278,77.62356056,V0048673 ,LE005179,21-05-2019 21:28,21-05-2019 23:49,31,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,LINK BRACKET LWR LH
WDSBKTP49764,13-06-2019,KA01AH5384,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"13.199089183304451,77.708554234959038",13.19908918,77.70855423,14-06-2019 15:16,14-06-2019 14:31,Fulfill,1,12.35904667,76.63615778,V0048673 ,LE005770,14-06-2019 11:16,14-06-2019 14:31,40,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,LINK BRACKET LWR
WDSBKTP49768,13-06-2019,KA219502,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"13.199089183304451,77.708554234959038",13.19908918,77.70855423,14-06-2019 15:18,14-06-2019 14:33,Fulfill,1,13.04105333,77.61886056,V0048673 ,LE005770,14-06-2019 11:18,14-06-2019 14:33,40,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,SPRING BEARING / SPRING SEAT
WDSBKTP49618,12-06-2019,KA01AF8395,"Mugabala, Bangalore Rural, Karnataka","Arasanahalu, Davanagere, Karnataka","12.992699792116747,77.803841411108593",12.99269979,77.80384141,"14.754192,75.830154",14.75419200,75.83015400,12-06-2019 17:39,12-06-2019 16:54,Fulfill,1,13.03758667,77.73832111,VLR00777 ,LE005509,12-06-2019 11:28,12-06-2019 16:54,332,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,SPRING BEARING / SPRING SEAT
WDSBKTP42990,29-03-2019,KA21A3644,"Ramamurthy Nagar, Bangalore, Karnataka","Bangalore International Airport, Bangalore, Karnataka","13.007503209603689,77.665098855934886",13.00750321,77.66509886,"13.196312912801169,77.708156925688726",13.19631291,77.70815693,30-03-2019 13:55,30-03-2019 13:10,Fulfill,1,13.02484833,77.72188944,V0045771 ,LE005419,30-03-2019 10:49,30-03-2019 13:10,31,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,COOLANT HOSE / RAD OUTLET/TO ENGINE
WDSBKTP46457,06-05-2019,KA01AH4855,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"13.199089183304451,77.708554234959038",13.19908918,77.70855423,11-05-2019 13:13,11-05-2019 12:28,Fulfill,1,13.02489389,77.72261444,V0048673 ,LE005770,11-05-2019 09:13,11-05-2019 12:28,49,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,LU CHARGE AIR HOSE / CAC OUTLET
WDSBKTP43205,31-03-2019,KA21A3644,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"12.722686,77.676518",12.72268600,77.67651800,31-03-2019 23:25,31-03-2019 22:40,Fulfill,1,13.02484833,77.72188944,V0048673 ,LE005848,31-03-2019 18:31,31-03-2019 22:40,49,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,ZB ENGINE SUPPORT RR TRANSM CUSHION
WDSBKTP44624,16-04-2019,KA21A6905,"Ramamurthy Nagar, Bangalore, Karnataka","Anekal, Bangalore, Karnataka","13.007503209603689,77.665098855934886",13.00750321,77.66509886,"12.727803303414186,77.666792402173968",12.72780330,77.66679240,19-04-2019 19:11,19-04-2019 18:26,Fulfill,1,13.02478778,77.72218,V0045771 ,LE005690,19-04-2019 14:29,19-04-2019 18:26,47,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,ZB BOW-TYPE HANDLE FROM TUBING / 9T
WDSBKTP47710,21-05-2019,KA01AF8395,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"13.199089183304451,77.708554234959038",13.19908918,77.70855423,22-05-2019 01:28,22-05-2019 00:43,Fulfill,1,13.03758667,77.73832111,V0048673 ,LE005770,21-05-2019 21:28,22-05-2019 00:43,40,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,ZB HINGE DOOR
WDSBKTP47466,18-05-2019,KA01AF8395,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"12.777874729699617,77.642275537347089",12.77787473,77.64227554,18-05-2019 23:41,18-05-2019 22:56,Fulfill,1,13.03758667,77.73832111,V0048673 ,LE005179,18-05-2019 20:35,18-05-2019 22:56,49,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,ZB HINGE DOOR
WDSBKTP45358,24-04-2019,KA01AF8395,"Mugabala, Bangalore Rural, Karnataka","Chikkabidarkal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"12.777874729699617,77.642275537347089",12.77787473,77.64227554,25-04-2019 13:07,25-04-2019 12:22,Fulfill,1,13.03758667,77.73832111,V0048673 ,LE005179,25-04-2019 10:01,25-04-2019 12:22,31,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,LU COMPRESSED AIR LINE
WDSBKTP45035,20-04-2019,KA21A6239,"Mugabala, Bangalore Rural, Karnataka","Chikkabidarkal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"12.777874729699617,77.642275537347089",12.77787473,77.64227554,22-04-2019 12:01,22-04-2019 11:16,Fulfill,1,13.02486556,77.72237778,V0048673 ,LE005179,22-04-2019 08:55,22-04-2019 11:16,31,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,LU FAN / E-VISCOUS 475MM DIA; BALANCED F
WDSBKTP45646,26-04-2019,KA21A6239,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"13.199089183304451,77.708554234959038",13.19908918,77.70855423,29-04-2019 14:44,29-04-2019 13:59,Fulfill,1,13.02486556,77.72237778,V0048673 ,LE005770,29-04-2019 10:44,29-04-2019 13:59,40,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,LU FAN / VISCOUS 475MM DIA; BALANCED FAN
WDSBKTP46458,06-05-2019,KA01AH5384,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"13.199089183304451,77.708554234959038",13.19908918,77.70855423,07-05-2019 19:03,07-05-2019 18:18,Fulfill,1,12.35904667,76.63615778,V0048673 ,LE005770,07-05-2019 15:03,07-05-2019 18:18,40,LTLEXMUM40,Larsen & toubro limited,999,Unknown,LU FAN / VISCOUS 475MM DIA; BALANCED FAN
WDSBKTP46755,10-05-2019,KA01AH5384,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"13.196312912801169,77.708156925688726",13.19631291,77.70815693,11-05-2019 13:52,11-05-2019 13:07,Fulfill,1,12.35904667,76.63615778,V0048673 ,LE005419,11-05-2019 09:46,11-05-2019 13:07,40,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,LU RADIUS ROD / HDT RIGID
WDSBKTP42784,28-03-2019,KA21A3644,"Ramamurthy Nagar, Bangalore, Karnataka","Bangalore International Airport, Bangalore, Karnataka","13.007503209603689,77.665098855934886",13.00750321,77.66509886,"13.196312912801169,77.708156925688726",13.19631291,77.70815693,28-03-2019 17:04,28-03-2019 16:19,Fulfill,1,13.02484833,77.72188944,V0045771 ,LE005419,28-03-2019 13:58,28-03-2019 16:19,31,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,Caliper Sub Assembly
WDSBKTP43019,29-03-2019,KA01AF0114,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"12.722686,77.676518",12.72268600,77.67651800,30-03-2019 20:41,30-03-2019 19:56,Fulfill,1,12.99651611,77.74075889,V0048673 ,LE005848,30-03-2019 15:47,30-03-2019 19:56,49,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,CALIPPER ASSY CRANNK
WDSBKTP45377,24-04-2019,KA21A3643,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"12.777874729699617,77.642275537347089",12.77787473,77.64227554,25-04-2019 16:22,25-04-2019 15:37,Fulfill,1,13.02474667,77.72182333,V0048673 ,LE005179,25-04-2019 13:16,25-04-2019 15:37,49,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,CALIPPER ASSY CRANNK
WDSBKTP42857,28-03-2019,KA21A5090,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"13.199089183304451,77.708554234959038",13.19908918,77.70855423,29-03-2019 00:08,28-03-2019 23:23,Fulfill,1,13.02507667,77.72311389,V0048673 ,LE005770,28-03-2019 20:08,28-03-2019 23:23,49,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,TUB THROT BDY TO INTK MANF
WDSBKTP42697,27-03-2019,KA21A5090,"Ramamurthy Nagar, Bangalore, Karnataka","Viswaneedam, Bangalore, Karnataka","13.007503209603689,77.665098855934886",13.00750321,77.66509886,"12.990261,77.487405",12.99026100,77.48740500,27-03-2019 15:20,27-03-2019 14:35,Fulfill,1,13.02507667,77.72311389,V0045771 ,LE005848,27-03-2019 13:20,27-03-2019 14:35,22,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,HSG & CONN ASY ENG THERMO
WDSBKTP45184,22-04-2019,KA21A5090,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"12.722686,77.676518",12.72268600,77.67651800,24-04-2019 18:02,24-04-2019 17:17,Fulfill,1,13.02507667,77.72311389,V0048673 ,LE005848,24-04-2019 13:08,24-04-2019 17:17,49,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,HSG & CONN ASY ENG THERMO
WDSBKTP45367,24-04-2019,KA21A5090,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"12.777874729699617,77.642275537347089",12.77787473,77.64227554,25-04-2019 14:13,25-04-2019 13:28,Fulfill,1,13.02507667,77.72311389,V0048673 ,LE005179,25-04-2019 11:07,25-04-2019 13:28,49,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,INSRT-VLV ST
WDSBKTP43133,30-03-2019,KA01AF0114,"Mugabala, Bangalore Rural, Karnataka","Kengeri, Bangalore Rural, Karnataka","12.992699792116747,77.803841411108593",12.99269979,77.80384141,"12.73017358940589,77.95620203691567",12.73017359,77.95620204,30-03-2019 17:17,30-03-2019 16:32,Fulfill,1,12.99651611,77.74075889,VLR00777 ,LE005541,30-03-2019 15:35,30-03-2019 16:32,47,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,BSHG-VLV GID
WDSBKTP43018,29-03-2019,KA01AF8395,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"12.711983972934837,77.69108593367848",12.71198397,77.69108593,29-03-2019 22:12,29-03-2019 21:27,Fulfill,1,14.31247722,76.24671667,V0048673 ,LE004850,29-03-2019 20:21,29-03-2019 21:27,49,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,CONTROL LEVER ASSY L
WDSBKTP42532,25-03-2019,KA21A6239,"Mugabala, Bangalore Rural, Karnataka","Chikkabidarkal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"12.777874729699617,77.642275537347089",12.77787473,77.64227554,27-03-2019 23:09,27-03-2019 22:24,Fulfill,1,13.02486556,77.72237778,V0048673 ,LE005179,27-03-2019 20:03,27-03-2019 22:24,31,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,KILL SWITCH
WDSBKTP45240,23-04-2019,KA21A6239,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"13.199089183304451,77.708554234959038",13.19908918,77.70855423,24-04-2019 15:40,24-04-2019 14:55,Fulfill,1,13.02486556,77.72237778,V0048673 ,LE005770,24-04-2019 11:40,24-04-2019 14:55,40,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,HORN NP.027
WDSBKTP42751,27-03-2019,KA219502,"Ramamurthy Nagar, Bangalore, Karnataka","Sahakaranagar P.O, Bangalore, Karnataka","13.007503209603689,77.665098855934886",13.00750321,77.66509886,"13.068901840235711,77.590655738806618",13.06890184,77.59065574,27-03-2019 18:31,27-03-2019 17:46,Fulfill,1,12.99637,77.74061611,V0045771 ,LE005870,27-03-2019 18:00,27-03-2019 17:46,12,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,TOOL KIT SET
WDSBKTP43203,31-03-2019,KA01AE9163,"Ramamurthy Nagar, Bangalore, Karnataka","Bangalore International Airport, Bangalore, Karnataka","13.007503209603689,77.665098855934886",13.00750321,77.66509886,"13.196312912801169,77.708156925688726",13.19631291,77.70815693,31-03-2019 20:36,31-03-2019 19:51,Fulfill,1,13.02478778,77.72239056,V0045771 ,LE005419,31-03-2019 17:30,31-03-2019 19:51,31,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,CONTROL LEVER ASSY
WDSBKTP43021,29-03-2019,KA01AE9163,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"12.722686,77.676518",12.72268600,77.67651800,30-03-2019 01:38,30-03-2019 00:53,Fulfill,1,13.02478778,77.72239056,V0048673 ,LE005848,29-03-2019 20:44,30-03-2019 00:53,49,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,SPARE PARTS AUTOMOBILE
WDSBKTP42685,27-03-2019,KA21A3643,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"12.896896847817695,77.712223056874862",12.89689685,77.71222306,27-03-2019 17:20,27-03-2019 16:35,Fulfill,1,13.02474667,77.72182333,V0048673 ,LEL04580,27-03-2019 15:29,27-03-2019 16:35,49,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,SPARE PARTS AUTOMOBILE
WDSBKTP42858,28-03-2019,KA51D1317,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"13.199089183304451,77.708554234959038",13.19908918,77.70855423,29-03-2019 00:26,28-03-2019 23:41,Fulfill,1,12.991815,77.60603778,V0048673 ,LE005770,28-03-2019 20:26,28-03-2019 23:41,49,LTLEXMUM40,Larsen & toubro limited,55556,A S TRANSPORTS,SPARE PARTS AUTOMOBILE
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
